,filepath,category
3376,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(505).webm,Game
3377,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(791).webm,Game
3378,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(6).webm,Food
3379,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(555).webm,Game
3380,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(125).webm,Game
3381,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(135).webm,Game
3382,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(209).webm,Game
3383,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(308).webm,News
3384,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(400).webm,Game
3385,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(458).webm,Music
3386,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(192).webm,News
3387,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(167).webm,News
3388,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(423).webm,Movie
3389,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(111).webm,Game
3390,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(715).webm,Music
3391,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(694).webm,Game
3392,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(766).webm,Movie
3393,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(317).webm,News
3394,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(240).webm,News
3395,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(185).webm,News
3396,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(17).webm,Movie
3397,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(409).webm,Game
3398,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(450).webm,Game
3399,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(707).webm,Game
3400,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/BBC/BBC(103).webm,News
3401,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(202).webm,News
3402,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(644).webm,News
3403,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(116).webm,News
3404,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(326).webm,News
3405,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(46).webm,News
3406,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(222).webm,News
3407,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(404).webm,Food
3408,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(29).webm,News
3409,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(557).webm,Food
3410,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(714).webm,Food
3411,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(512).webm,Game
3412,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(533).webm,News
3413,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(4).webm,Game
3414,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(807).webm,News
3415,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(726).webm,News
3416,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(823).webm,News
3417,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(309).webm,News
3418,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(395).webm,News
3419,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(200).webm,News
3420,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(877).webm,Food
3421,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(681).webm,Food
3422,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(847).webm,Food
3423,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(120).webm,News
3424,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(697).webm,News
3425,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(118).webm,Food
3426,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(209).webm,Game
3427,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(825).webm,Game
3428,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(613).webm,News
3429,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(236).webm,News
3430,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(730).webm,Food
3431,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(242).webm,Game
3432,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(727).webm,Food
3433,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(435).webm,News
3434,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(562).webm,Game
3435,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(553).webm,News
3436,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(24).webm,News
3437,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(159).webm,News
3438,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(718).webm,Game
3439,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(353).webm,Food
3440,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(532).webm,News
3441,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(95).webm,News
3442,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(151).webm,News
3443,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(133).webm,News
3444,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(76).webm,Food
3445,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(699).webm,News
3446,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(19).webm,Game
3447,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(887).webm,Food
3448,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(617).webm,News
3449,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(652).webm,Game
3450,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(707).webm,News
3451,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(653).webm,News
3452,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(492).webm,News
3453,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(15).webm,Food
3454,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(728).webm,News
3455,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(433).webm,Game
3456,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(441).webm,Food
3457,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(229).webm,Food
3458,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(839).webm,Food
3459,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(273).webm,News
3460,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(723).webm,News
3461,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(621).webm,News
3462,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(426).webm,News
3463,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(57).webm,Game
3464,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(639).webm,News
3465,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(690).webm,News
3466,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(369).webm,News
3467,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(568).webm,Game
3468,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(10).webm,Game
3469,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(140).webm,News
3470,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(535).webm,News
3471,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(530).webm,Game
3472,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(383).webm,News
3473,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(889).webm,News
3474,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(817).webm,News
3475,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(592).webm,News
3476,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(135).webm,News
3477,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(319).webm,Game
3478,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(474).webm,News
3479,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(736).webm,Game
3480,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(548).webm,News
3481,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(543).webm,Food
3482,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(281).webm,Food
3483,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(174).webm,News
3484,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(357).webm,News
3485,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(89).webm,News
3486,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(425).webm,Game
3487,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(289).webm,News
3488,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(312).webm,News
3489,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(917).webm,News
3490,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(608).webm,Game
3491,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(294).webm,Game
3492,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(65).webm,Game
3493,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(138).webm,News
3494,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(9).webm,Game
3495,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(741).webm,Game
3496,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(737).webm,News
3497,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(468).webm,Game
3498,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(668).webm,News
3499,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(169).webm,Food
3500,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(153).webm,Food
3501,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(389).webm,News
3502,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(23).webm,News
3503,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(767).webm,Food
3504,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(7).webm,News
3505,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(754).webm,News
3506,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(687).webm,Game
3507,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(86).webm,Game
3508,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(509).webm,Food
3509,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(341).webm,Game
3510,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(158).webm,Game
3511,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(536).webm,News
3512,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(413).webm,News
3513,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(605).webm,Food
3514,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(888).webm,Game
3515,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(802).webm,News
3516,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(910).webm,News
3517,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(795).webm,News
3518,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(483).webm,News
3519,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(552).webm,Food
3520,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(607).webm,Sports
3521,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(747).webm,Game
3522,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(495).webm,Game
3523,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(705).webm,News
3524,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(809).webm,News
3525,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(559).webm,News
3526,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(300).webm,News
3527,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(735).webm,News
3528,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(863).webm,News
3529,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(108).webm,Sports
3530,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(409).webm,News
3531,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(638).webm,News
3532,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(208).webm,News
3533,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(407).webm,News
3534,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(97).webm,News
3535,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(526).webm,News
3536,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(212).webm,Game
3537,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(235).webm,News
3538,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(27).webm,News
3539,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(909).webm,Food
3540,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(66).webm,Food
3541,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(143).webm,News
3542,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(224).webm,Food
3543,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(59).webm,News
3544,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(252).webm,News
3545,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(870).webm,News
3546,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(716).webm,News
3547,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(629).webm,News
3548,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(176).webm,News
3549,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(104).webm,News
3550,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(813).webm,Sports
3551,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(90).webm,News
3552,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(680).webm,Food
3553,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(403).webm,Game
3554,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(247).webm,News
3555,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(402).webm,Food
3556,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(558).webm,News
3557,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(171).webm,News
3558,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(619).webm,News
3559,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(572).webm,News
3560,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(750).webm,Game
3561,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(654).webm,News
3562,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(193).webm,Sports
3563,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(598).webm,Food
3564,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(586).webm,Game
3565,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(905).webm,News
3566,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(179).webm,News
3567,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(305).webm,News
3568,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(505).webm,Game
3569,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(230).webm,News
3570,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(380).webm,News
3571,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(251).webm,Game
3572,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(306).webm,News
3573,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(879).webm,Food
3574,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(542).webm,News
3575,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(424).webm,News
3576,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(819).webm,Game
3577,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(282).webm,Game
3578,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(588).webm,News
3579,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(899).webm,Game
3580,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(683).webm,News
3581,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(37).webm,News
3582,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(739).webm,News
3583,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(494).webm,Game
3584,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(798).webm,Food
3585,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(742).webm,News
3586,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(128).webm,News
3587,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(365).webm,News
3588,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(344).webm,Game
3589,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(393).webm,News
3590,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(295).webm,News
3591,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(576).webm,News
3592,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(836).webm,Food
3593,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(912).webm,Game
3594,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(185).webm,News
3595,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(106).webm,News
3596,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(765).webm,News
3597,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(865).webm,Food
3598,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(288).webm,News
3599,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/News/CNN/CNN(860).webm,News
3600,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Sports/NBA/NBA(282).webm,News
3601,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Sports/NBA/NBA(786).webm,News
3602,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Sports/NBA/NBA(548).webm,Game
3603,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Sports/NBA/NBA(543).webm,Game
3604,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Sports/NBA/NBA(886).webm,News
3605,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Sports/NBA/NBA(953).webm,News
3606,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Sports/NBA/NBA(686).webm,News
3607,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Sports/NBA/NBA(142).webm,News
3608,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Sports/NBA/NBA(158).webm,News
3609,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Sports/NBA/NBA(237).webm,Music
3610,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Sports/NBA/NBA(251).webm,Game
3611,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Sports/NBA/NBA(631).webm,Game
3612,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Sports/NBA/NBA(994).webm,News
3613,/mnt/hbnas/datasets/video_classification_videos/h264-vp9-150s/trans-150s/Sports/NBA/NBA(629).webm,News
